date,starttime,endtime,session_id,block_focus,keystroke_intervals_mean,burstiness,scroll_rate,idle_time_percent,microEMA,sleep_hours_prev_night,action,reward
2025-12-20,20:39,22:36,20251220_afternoon_84e2f61e,0.4000288933420064,160.01478170978783,0.1974704898599373,75.0,93.080729731649,0.2100293495162816,8.0,afternoon,0.44346665183420714
2025-12-21,21:20,22:11,20251221_afternoon_218bba4e,0.9475525207105912,247.9271051494379,0.8233294125080343,14.0,8.731383731350071,0.7630336197477219,7.0,afternoon,0.9337620174517041
2025-12-22,21:13,22:40,20251222_morning_ff916f20,0.9172014816079948,259.22185611059575,0.7103234307073318,40.0,13.572873152142183,0.8172886124462413,9.0,morning,0.97008130689811
2025-12-23,20:26,22:33,20251223_afternoon_21e68875,0.6792985290389025,236.53079718248867,0.2859067892391601,38.0,97.45918113353297,0.0114924732981153,4.0,afternoon,0.7824515986378706
2025-12-24,19:15,20:58,20251224_afternoon_46f527f5,0.9331693586304968,265.05911575545736,0.8446451660797487,1.0,8.27811683368428,0.8517072419678551,4.0,afternoon,0.9330606756473505
2025-12-25,21:20,22:18,20251225_morning_461f692b,0.461463380293353,155.3924391249688,0.861369996363436,62.0,68.21938806266104,0.9240268704257328,7.0,morning,0.4965706610363757
2025-12-26,18:44,20:04,20251226_evening_4264dc0d,0.7949420936608976,209.91809884479306,0.846514338690278,28.0,46.81541413010304,0.1118806165491238,4.0,evening,0.6584448387292736
2025-12-27,19:18,20:40,20251227_evening_8fe7cbbb,0.7127553316730235,229.8556567530471,0.9189265336395545,73.0,57.917525537472216,0.516424388218611,9.0,evening,0.723394815451585
2025-12-28,20:14,22:45,20251228_afternoon_542e3466,0.9089909744974607,221.87154425410603,0.7683958961171046,65.0,12.492776380073696,0.7986054646866257,4.0,afternoon,0.8915437493743016
2025-12-29,18:06,19:35,20251229_morning_bd9c9c2f,0.8729071040426959,238.6226689195659,0.7449540892614522,50.0,8.690734971991404,0.8348293853931809,7.0,morning,0.9035336119339223
2025-12-30,07:23,08:34,20251230_evening_9c4504f8,0.5649483640668413,184.03899417594374,0.46053949727414,74.0,66.68666605509218,0.746776639533718,6.0,evening,0.5328150726717169
2025-12-31,07:51,08:44,20251231_afternoon_109021c7,0.8416816955517948,225.70856229668928,0.7176868198944641,76.0,7.529652022148845,0.8786331246559104,6.0,afternoon,0.9911688758278242
2026-01-01,08:34,10:29,20260101_afternoon_d732731f,0.7647200921456977,203.99499783867353,0.7284906771616132,9.0,78.20153349329672,0.8264880901957624,5.0,afternoon,0.7676087827332391
2025-12-19,07:50,10:29,20251219_morning_04982c4d,0.3091124947728964,108.7130082862441,0.7764474464997246,13.0,54.38057278662374,0.4462012209775436,4.0,morning,0.22441458480808368
2025-12-20,06:18,07:16,20251220_afternoon_8b2a543c,0.587909112787298,194.82844834579313,0.6561618376810715,81.0,9.986682113617816,0.8058445326178331,7.0,afternoon,0.5421391717969205
2025-12-21,09:30,11:34,20251221_evening_d0def8e5,0.7888097663209886,207.05158297147375,0.1774287694697068,50.0,68.80444438360138,0.0079644047454511,4.0,evening,0.6671731379140374
2025-12-22,08:55,10:50,20251222_morning_7105c80a,0.8721509967365975,236.10340920159706,0.8122647275036134,72.0,7.667947038137303,0.8184819291973012,8.0,morning,0.9229522956847219
2025-12-23,08:38,10:13,20251223_evening_564fe36e,0.43349381994318414,167.48525657560913,0.9846697395245082,38.0,91.10687027673836,0.4433065095171753,9.0,evening,0.585413607366907
2025-12-24,10:19,12:29,20251224_evening_7760a945,0.6890114889325554,213.14995932096028,0.9373880664971188,27.0,83.82653595457049,0.5533801878657476,4.0,evening,0.7643937860355494
2025-12-25,10:47,11:32,20251225_evening_fa25a927,0.8824474671555148,275.6972777274536,0.8084490251463572,2.0,11.739788454912741,0.7778833392636054,4.0,evening,0.8726576313696841
2025-12-26,06:43,08:40,20251226_afternoon_b54eccb6,0.4354364693245568,190.7478270715699,0.1648148157294371,83.0,94.88459558311304,0.7425308328404214,6.0,afternoon,0.593083620389167
2025-12-27,15:23,16:39,20251227_afternoon_d49e7bfe,0.47491008853828265,171.7337971041984,0.1317287734545619,69.0,3.142182151127293,0.0766358064752488,9.0,afternoon,0.47993197493692746
2025-12-28,14:44,17:13,20251228_evening_809d625e,0.7924914267379599,234.84696232130653,0.7259799099852955,26.0,73.6200425060762,0.8726358025468353,7.0,evening,0.762093015023871
2025-12-29,14:37,15:42,20251229_evening_e41f2840,0.4877475852443848,155.94867594367994,0.8177853298569451,1.0,33.02427793364053,0.8281168290063428,4.0,evening,0.43253918826388293
2025-12-30,14:07,16:50,20251230_morning_62d88a60,0.8484234083859266,251.2760528713656,0.7074993921986629,92.0,6.121183610867602,0.8355132057913571,6.0,morning,0.9000618973640732
2025-12-31,13:45,15:14,20251231_morning_b40222ab,0.6028965445694014,204.2938066393372,0.505852692951829,37.0,26.66751966619776,0.8093243982852624,5.0,morning,0.7064186081808117
2026-01-01,16:14,18:08,20260101_afternoon_44144348,0.7024590314384337,227.459359793271,0.8407030280112,2.0,72.48564993150171,0.7863577330614815,9.0,afternoon,0.6555240026930789
2025-12-19,12:31,15:20,20251219_afternoon_eb5c8809,0.5673081358344657,190.7161824481757,0.7328015447662506,15.0,87.76470196507815,0.632216597753949,6.0,afternoon,0.5603035919515661
2025-12-20,14:02,14:51,20251220_morning_8d4ee053,0.2221104556394783,101.69170795792031,0.5422372054918483,93.0,4.165681838268243,0.3735201768996875,6.0,morning,0.21854344415539648
2025-12-21,12:43,14:34,20251221_evening_c75421d3,0.6952379985435692,187.7621677426436,0.5903476904587729,39.0,39.764757959203614,0.2714987541818678,6.0,evening,0.7777297261580138
2025-12-22,14:33,15:56,20251222_afternoon_389e8705,0.7865443888228913,182.07998011542918,0.50836054691628,1.0,76.23090320219387,0.23178359028935,4.0,afternoon,0.664997266906752
2025-12-23,15:05,16:17,20251223_evening_00839da8,0.46327455760987835,164.73540505210133,0.2975484513188206,80.0,45.49188895075871,0.3186089627636072,4.0,evening,0.46064493764769987
2025-12-24,13:50,16:34,20251224_morning_4a57415b,0.7049891570473058,195.6252811718504,0.5650219928590161,40.0,26.72526297935953,0.9035584434325304,5.0,morning,0.7450635878550584
2025-12-25,12:17,14:26,20251225_afternoon_3325a394,0.7433823748853263,190.3076803593282,0.6888853020500907,11.0,21.980534882319,0.0776407759887812,8.0,afternoon,0.7969674200697704
2025-12-26,13:13,14:42,20251226_afternoon_15ef543b,0.5191256976630418,163.52073343604204,0.8733229158608077,34.0,13.15182669163779,0.8288712762529586,8.0,afternoon,0.5951083484944295
2025-12-27,14:17,17:08,20251227_morning_2c930656,0.36734485908282244,143.19095069811965,0.6362913539792481,64.0,85.71295598562823,0.3488900750418235,8.0,morning,0.2494654589940118
2025-12-28,15:51,16:41,20251228_afternoon_c1f8d612,0.8590350268960992,252.0091471157367,0.7112094625769799,54.0,5.806609851767361,0.7841613761294296,9.0,afternoon,0.9592341805409231
2025-12-29,16:03,16:38,20251229_morning_2431b1a3,0.8590697030937834,286.6616944984486,0.8979053448673103,44.0,7.337922852925204,0.8434900779407302,9.0,morning,0.9322877363337129
2025-12-30,12:00,13:48,20251230_afternoon_4139af2c,0.7631522515464124,241.48372819640875,0.4615574744197899,78.0,38.25803235706354,0.8843765470229713,5.0,afternoon,0.6622023653380618
2025-12-31,14:51,15:30,20251231_morning_53823d64,0.625023773352997,220.6942056527164,0.0093316198270932,89.0,36.77336508051099,0.344781420072647,9.0,morning,0.7191054093806443
2026-01-01,20:23,22:02,20260101_afternoon_831a0f1c,0.6685179894729404,241.0009178244213,0.246678864521623,84.0,18.173919070946297,0.4618434812751103,8.0,afternoon,0.7364614899279789
2025-12-19,21:59,23:32,20251219_evening_874fceac,0.7480868877383493,223.6864788295539,0.7264617151130048,61.0,43.550762547219065,0.4145160648167922,8.0,evening,0.686696346559187
2025-12-20,21:20,23:00,20251220_evening_921c71fc,0.6988345383031129,205.7040772927284,0.9918099513493636,48.0,33.209936539313645,0.0132510335039105,6.0,evening,0.729899586209692
2025-12-21,21:22,23:35,20251221_evening_ecdef975,0.6440079699587866,199.54022069910013,0.0991780995872159,94.0,34.18037054921825,0.2959428888586566,9.0,evening,0.6934382027920566
2025-12-22,18:01,20:58,20251222_afternoon_0554d53f,0.7964199024593847,206.34657110118727,0.4014943158612882,24.0,73.90265577879586,0.4591892337325618,4.0,afternoon,0.7329437253513911
2025-12-23,20:42,21:55,20251223_afternoon_eb3ed7f0,0.7438005061707924,211.41259759146453,0.8000709686991595,22.0,22.32633855051963,0.4110936088804398,4.0,afternoon,0.7671432732823633
2025-12-24,18:16,19:02,20251224_evening_eaf2747c,0.6912516615043474,211.25253658517985,0.2040356346288988,23.0,64.18599588553555,0.7219292275156795,6.0,evening,0.736281809965075
2025-12-25,21:33,22:30,20251225_evening_2315e608,0.8326577438182822,266.68042511889183,0.7395912479260522,37.0,10.411696454965174,0.7541348385518005,6.0,evening,0.9504558400630527
2025-12-26,18:24,20:56,20251226_morning_0bee6fc7,0.2079281308504259,109.88823558164664,0.7330712960296748,27.0,56.809251233786725,0.4893764489706702,6.0,morning,0.2700391023264445
2025-12-27,21:43,00:02,20251227_morning_cd0abc7e,0.3543814440518561,137.33848346394888,0.615985450260179,20.0,66.30073461417759,0.4296085921323633,4.0,morning,0.18880661223154732
2025-12-28,21:08,22:11,20251228_morning_bdb24298,0.7090524640849258,226.65605723558474,0.1880247346154161,53.0,54.8382036195654,0.7406261488943705,8.0,morning,0.7305939332011567
2025-12-29,06:43,07:22,20251229_evening_23d9d2dc,0.5327676873217767,172.54174468335458,0.3553845686857394,17.0,87.92551148463846,0.8629723989869625,6.0,evening,0.4639383426385225
2025-12-30,10:21,13:19,20251230_evening_7644669e,0.5231986954421298,155.98619978900808,0.7837917844853972,35.0,67.55800919502597,0.5318890790075141,5.0,evening,0.5517511021064233
2025-12-31,10:26,11:28,20251231_evening_cd712d64,0.7670888050793455,215.76995945815494,0.5542265141320166,98.0,54.696325137138814,0.7894321941951912,6.0,evening,0.7146446677293553
2026-01-01,07:26,09:12,20260101_morning_7b074f40,0.4439365491827358,177.33321175732925,0.0052296135429127,44.0,82.97631202876448,0.2967866820198506,7.0,morning,0.44088373123026675
2025-12-19,09:06,11:46,20251219_afternoon_b35aefc0,0.5934488676421454,166.24346517959034,0.7609907600280938,72.0,60.61465649334797,0.5413696101572687,6.0,afternoon,0.5795491012948634
2025-12-20,07:19,08:25,20251220_evening_b6553114,0.7958314162140087,239.91736507258162,0.035311354940239,52.0,29.1144247785179,0.3452299536699724,4.0,evening,0.7670272402797884
2025-12-21,12:23,13:04,20251221_afternoon_eb5b17bc,0.9336303412657612,244.316888987502,0.7555933744394324,29.0,6.859180884789106,0.8738024168784355,9.0,afternoon,0.8510013566425518
2025-12-22,14:18,16:21,20251222_afternoon_1d0f4214,0.6218652638842775,241.8996467626749,0.2024805601652374,59.0,15.23277856626788,0.7324138648126686,6.0,afternoon,0.7913678861447184
2025-12-23,16:42,19:23,20251223_afternoon_fb7c67a5,0.7444541748505441,218.06388177417833,0.9580734801193802,97.0,89.94552125461016,0.8816624823327127,9.0,afternoon,0.7295866618178127
2025-12-24,14:40,16:31,20251224_morning_782d4c9d,0.7473128905665255,206.77536924190267,0.3679407513020845,31.0,71.01354317980658,0.1214953910877654,7.0,morning,0.7349240498022898
2025-12-25,12:35,14:00,20251225_afternoon_10f1dd26,0.7617207328357454,228.97243333058154,0.3269316163380791,66.0,93.73784381643208,0.6346392564873805,5.0,afternoon,0.7447707618839325
2025-12-26,13:32,14:33,20251226_evening_344d9199,0.6393669885751501,228.9661543133894,0.1488880503324446,66.0,60.3291805714943,0.5821438075777985,9.0,evening,0.7943484033395246
2025-12-27,12:04,13:28,20251227_morning_c3c7e77a,0.2587516018181766,128.82164605497337,0.3056042154902149,27.0,47.34008814949126,0.1184150391759318,8.0,morning,0.2827100236994635
2025-12-28,16:13,17:49,20251228_evening_3239515e,0.7382685168582741,211.21248406917383,0.8766507618282006,43.0,5.971648897088933,0.211894330440109,6.0,evening,0.679807018408268
2025-12-29,12:33,14:33,20251229_evening_c091f3a2,0.4164548109665056,160.68224289830567,0.9963343376272472,78.0,67.16422815460298,0.3110024947326802,7.0,evening,0.5784296790492751
2025-12-30,13:44,15:44,20251230_morning_6ff8eadd,0.8862409606769335,232.09761657406878,0.767818369796447,40.0,5.073259950589018,0.8457373166029784,7.0,morning,0.9538831780679187
2025-12-31,13:47,16:31,20251231_evening_5c4256a7,0.7869348004482051,220.56298447714084,0.4486106309545425,62.0,99.02088935876216,0.2437294825243418,9.0,evening,0.6716332201727666
2026-01-01,16:08,17:52,20260101_evening_5a7a8f54,0.8679201117007337,232.01660824792236,0.7091491158936162,22.0,11.160972008680183,0.8649469026972414,5.0,evening,0.9556425197319939
2025-12-19,16:03,17:09,20251219_morning_3977e969,0.3444416052860425,102.7025491324786,0.8861957804650745,74.0,53.07373552868359,0.3356738330390596,4.0,morning,0.13850388328466087
2025-12-20,15:46,17:33,20251220_evening_36503d3a,0.7407050405742619,194.70266171471977,0.5930443341867842,47.0,65.09573351180727,0.749390452801159,6.0,evening,0.673317581600938
2025-12-21,13:00,13:38,20251221_afternoon_4d3d45fa,0.9123990849737779,250.75183845318122,0.7258241491378122,31.0,5.422086109460719,0.8690418894835896,7.0,afternoon,0.9208318018181036
2025-12-22,12:52,15:33,20251222_evening_2c68cf07,0.49457126061843426,177.07722565179023,0.4126218408486237,56.0,56.12935429484027,0.9862466719514016,5.0,evening,0.45802256196786684
2025-12-23,14:27,15:47,20251223_afternoon_df4795e5,0.6660674971778144,184.34564445588512,0.6956181464968069,99.0,77.69280103272254,0.414735826967471,8.0,afternoon,0.6895822552982429
2025-12-24,16:28,19:18,20251224_evening_37550a32,0.7832993253639258,199.81205751520477,0.0032182636042786,32.0,20.49812095268164,0.753865073836925,7.0,evening,0.7473573795296393
2025-12-25,15:13,15:54,20251225_morning_838de46e,0.40364269132467673,176.31178468358559,0.6195893374598407,23.0,72.56272002744159,0.8714684213765338,5.0,morning,0.5332418883748901
2025-12-26,21:47,23:06,20251226_morning_9d7cf1b3,0.389620546858059,100.18673758193906,0.3554930104413574,38.0,61.97345714330892,0.6789784930380419,4.0,morning,0.11954581194159718
2025-12-27,21:17,00:02,20251227_evening_c0525fd7,0.7149748672473413,187.90537021881732,0.7941973312770843,33.0,89.60751117945733,0.411864740417496,4.0,evening,0.7633915802593437
2025-12-28,19:04,20:58,20251228_morning_aad1295a,0.6875996659990659,196.623648581564,0.0929906398231321,55.0,84.71944390335817,0.753594630745753,7.0,morning,0.7110272181843823
2025-12-29,21:47,22:31,20251229_evening_cc88c3d3,0.4163922012730877,160.7068539547961,0.5882022669483905,27.0,31.514703913255325,0.2036671377726848,7.0,evening,0.4772921847316118
2025-12-30,21:59,00:50,20251230_morning_47c285ce,0.8050141727622416,256.04860340223354,0.7053498079033823,36.0,14.449967428874091,0.8925583071218779,9.0,morning,0.8564415633289264
2025-12-31,20:43,23:31,20251231_afternoon_ea480374,0.8892010354273597,276.82023180864985,0.7582568825394523,6.0,5.386391872751542,0.7730327157112076,6.0,afternoon,0.8684709742416574
2026-01-01,21:46,23:16,20260101_evening_0ba19adf,0.8145370119562642,278.59016883232863,0.7660707195033523,67.0,7.485386205794354,0.8948056460963045,5.0,evening,0.8921072739117051
2025-12-19,06:07,08:59,20251219_afternoon_37837376,0.41708498680844164,184.30640086092944,0.5799837874281313,36.0,90.64209639144369,0.0221414754726294,7.0,afternoon,0.5576276130215101
2025-12-20,08:46,09:25,20251220_afternoon_64a63751,0.5691713036844354,160.0286195141775,0.5614845879595237,55.0,16.38810237804822,0.9451141887560088,6.0,afternoon,0.5362195476105409
2025-12-21,09:38,10:45,20251221_evening_df5a5930,0.7843286115478603,242.07533083643887,0.5606600944161709,64.0,64.28189148001742,0.69662727121739,9.0,evening,0.7911341772368281
2025-12-22,07:26,08:18,20251222_afternoon_6cbb283f,0.6621583704744697,207.16798029451235,0.6034876665964548,64.0,80.98601873605861,0.495703750231891,6.0,afternoon,0.7193111528714808
2025-12-23,06:11,07:26,20251223_evening_2a9f33a0,0.5484219763950349,156.81938582151736,0.6764679372263622,46.0,94.73952495864468,0.9331272344083084,7.0,evening,0.575499528375253
2025-12-24,09:49,10:51,20251224_afternoon_07af0851,0.9276339338520357,268.2973590453982,0.8073372061961439,19.0,9.618183803562665,0.8640619239783068,4.0,afternoon,0.8574210042660523
2025-12-25,07:59,09:42,20251225_evening_8476fad2,0.9167636499063386,297.1158175382083,0.7926652485586604,18.0,7.338641433869099,0.7919639234791345,5.0,evening,0.9663715906322593
2025-12-26,09:32,11:49,20251226_evening_e18b926a,0.6119132390456135,203.78492142829387,0.8250494101800621,28.0,53.8813009039619,0.5122847572434851,5.0,evening,0.6633636030358786
2025-12-27,08:45,10:09,20251227_morning_1b937bbe,0.24923476883469473,142.7437875232784,0.4982556822634536,73.0,6.06289260664682,0.1142857699979794,4.0,morning,0.2578397467203378
2025-12-28,06:42,07:21,20251228_evening_9bfd0519,0.6875152333805172,180.99413274371037,0.0770582791343311,59.0,68.99997373089434,0.7648009724592773,7.0,evening,0.7161127024475414
2025-12-29,14:33,15:35,20251229_evening_b6fdfc4f,0.47054969220697057,172.4701058930819,0.0585509292439792,17.0,69.00965582378434,0.6788977250778405,5.0,evening,0.43947209760418493
2025-12-30,16:34,17:22,20251230_afternoon_1d62242a,0.7319226256489538,237.58898162947264,0.3342383186960608,91.0,93.0606804846537,0.7729867213055868,7.0,afternoon,0.6980502585733469
2025-12-31,14:39,17:03,20251231_evening_0e56a6cc,0.6968253060863637,191.84217378409375,0.7848969771114676,34.0,49.73124461689724,0.9514420287256812,9.0,evening,0.7346424363242301
2026-01-01,13:53,16:47,20260101_morning_8bce39f8,0.5360167555383362,191.8274572263258,0.7076809347409158,42.0,23.025092071051468,0.7764893026510181,7.0,morning,0.5317602566228196
2025-12-19,15:50,18:09,20251219_afternoon_e2f3a09c,0.49301610074600805,168.13698745433203,0.7886149646724064,94.0,4.456382344867915,0.6113366022166469,6.0,afternoon,0.5147037584915816
2025-12-20,15:50,16:24,20251220_afternoon_bb46697b,0.44764962650928747,167.30313124684542,0.5172690564416094,90.0,41.56421866859057,0.8573089023608409,4.0,afternoon,0.5986488710464009
2025-12-21,14:26,16:03,20251221_morning_d3de8ad5,0.7039469573193642,193.85690329633456,0.4401989979554905,10.0,30.191670007750183,0.6732464393545315,7.0,morning,0.7731758783571333
2025-12-22,14:12,14:42,20251222_afternoon_aa0a321f,0.609635303349732,191.8032533275234,0.1474525267062839,48.0,76.10883060238756,0.4081190568259231,9.0,afternoon,0.7027191110052506
2025-12-23,16:36,17:45,20251223_afternoon_7991acd0,0.7165395644195741,239.0538846546732,0.3281927536093115,37.0,35.426776484104664,0.8856197642417732,8.0,afternoon,0.6903721567626318
2025-12-24,14:25,16:54,20251224_afternoon_84dbff36,0.8639802156460136,255.87735287128555,0.7007259235976739,63.0,6.823600767838574,0.7770596453655112,4.0,afternoon,0.8809715201035591
2025-12-25,14:00,14:57,20251225_afternoon_9bd19f3b,0.6150221679268159,233.50928246552067,0.0886004296796172,68.0,96.23102029877842,0.7146412749087242,5.0,afternoon,0.6754062712015271
2025-12-26,14:12,16:39,20251226_morning_8ac42943,0.22535457104720522,120.51475445099645,0.2206119527112112,7.0,62.0908590217708,0.8815634549407569,6.0,morning,0.29107326749921136
2025-12-27,14:36,15:49,20251227_morning_f7ae194a,0.3644222684837581,140.1537765260551,0.5982252940637388,33.0,92.86602870148828,0.7313165197032963,5.0,morning,0.2906257554835783
2025-12-28,12:28,13:01,20251228_afternoon_4e5d9b44,0.8140415621849804,269.57020553232036,0.7232714415715428,47.0,13.89300704701716,0.893857174701956,9.0,afternoon,0.909053147882412
2025-12-29,12:19,13:21,20251229_afternoon_6d014f01,0.7125776897792557,229.25334979076572,0.9983475113929496,55.0,54.68596409751262,0.752638294071836,9.0,afternoon,0.6940403949238853
2025-12-30,13:54,15:44,20251230_morning_f4cfabfc,0.9088902688637868,252.0880887341015,0.877828110162754,75.0,13.6321754585769,0.7581495508945799,5.0,morning,0.9193190543354361
2025-12-31,20:42,22:59,20251231_morning_ac6c71f8,0.6030491496652436,241.3268717327379,0.6425651995351915,64.0,45.859794351384,0.874170682157026,4.0,morning,0.6589288359082027
2026-01-01,20:02,21:05,20260101_morning_75a3abf7,0.47879891408722924,192.67144925167912,0.421248053294072,30.0,56.08744633626176,0.2034364751360912,5.0,morning,0.505871520543321
2025-12-19,19:12,21:44,20251219_afternoon_c768ae70,0.59167531033955,176.70471132475075,0.6361773647082327,3.0,86.39615807350101,0.1273864160003393,7.0,afternoon,0.4463168370968345
2025-12-20,19:01,20:58,20251220_afternoon_51228cbe,0.5735744092787987,167.7439257297688,0.785651618080232,49.0,48.133337653566485,0.2855087801185115,5.0,afternoon,0.49260081020648006
2025-12-21,21:04,23:37,20251221_evening_31672c65,0.6061630246356642,218.54036430132408,0.1183361909233873,68.0,89.76746726779567,0.5315773967749932,6.0,evening,0.7542899025967486
2025-12-22,18:45,19:23,20251222_morning_b2a4924e,0.8607480041070457,290.7246815016447,0.8543482639858901,29.0,12.286715344045085,0.8356298339235442,6.0,morning,0.9717384190710263
2025-12-23,19:59,22:30,20251223_afternoon_26bf351e,0.7384913927135253,226.2935004447333,0.8398022856356172,87.0,13.699906305367138,0.8205987576765866,8.0,afternoon,0.7628164355081806
2025-12-24,19:42,20:18,20251224_morning_68d1f64e,0.6468372806859201,181.18844818755676,0.383832951933044,58.0,99.4981369325093,0.4045686564040174,6.0,morning,0.7471140282566358
2025-12-25,20:44,23:37,20251225_afternoon_bba0707a,0.7070673564948982,188.50433784355212,0.5718722712271865,66.0,52.72326607539127,0.4843444262915086,5.0,afternoon,0.7730017672320372
2025-12-26,21:57,00:50,20251226_morning_9f4d2082,0.3821073778520871,109.93638825011729,0.5877693608621982,74.0,39.18582964090789,0.0133676832593956,6.0,morning,0.10841106543290042
2025-12-27,21:24,00:22,20251227_afternoon_c74845a1,0.455070277293382,187.17849140108711,0.1844762531336393,44.0,65.91137644695266,0.4097392364429391,4.0,afternoon,0.5415733627573396
2025-12-28,06:59,09:09,20251228_evening_3b968fe6,0.7454187395885139,236.59422874594713,0.3622354416522884,3.0,10.889331398103907,0.6477742329503421,6.0,evening,0.7270865504972636
2025-12-29,06:11,08:49,20251229_evening_6d19839c,0.427201992071991,186.12498466927633,0.3345112887419321,25.0,63.65386467533544,0.0155083306265921,7.0,evening,0.5860293776378407
2025-12-30,09:25,12:11,20251230_morning_dd4be5da,0.8906703006956325,220.9494137488841,0.7513994084192039,26.0,10.081861501196663,0.8163124185915354,4.0,morning,0.9529701406088656
2025-12-31,10:18,12:56,20251231_afternoon_fb5c7a0f,0.8907166644390485,251.98115442914417,0.892887192974705,45.0,13.98879008666323,0.8820682766004292,8.0,afternoon,0.8824832575996228
2026-01-01,10:59,11:41,20260101_afternoon_9fe73fbc,0.7350926739652612,196.84832781774688,0.8316970436757735,63.0,95.30200211788993,0.0419854289095882,7.0,afternoon,0.724441381188762
2025-12-19,06:54,07:53,20251219_morning_51ae6d61,0.3913267107127101,107.64076008119987,0.2730708099728124,90.0,52.25397167320532,0.4792600899145375,5.0,morning,0.1055552509966218
2025-12-20,07:57,08:30,20251220_afternoon_f42397ee,0.539669572583191,169.84635490254857,0.5180787662388154,50.0,21.91174794699384,0.1817232932281565,5.0,afternoon,0.5953813181241586
2025-12-21,06:46,08:42,20251221_morning_5b93fa8d,0.6288592686649673,221.64556202708462,0.298725573588773,49.0,45.89634793772986,0.7430815396313801,5.0,morning,0.6747283381820338
2025-12-22,10:20,11:55,20251222_afternoon_d703ac49,0.7963744255782435,194.80097266736684,0.9406792451153404,5.0,91.93874045726729,0.8479278837633485,7.0,afternoon,0.7979610054832488
2025-12-23,15:39,18:05,20251223_morning_5f23683c,0.8967470556771099,268.52936238750095,0.8614883347454907,58.0,14.942275369183657,0.7903625438834994,7.0,morning,0.8591890956431908
2025-12-24,15:07,17:27,20251224_afternoon_1f3f0431,0.8830483049830273,294.49021122225156,0.7593258467575983,14.0,8.310542973313176,0.78844128479718,7.0,afternoon,0.9174531529209536
2025-12-25,12:42,15:31,20251225_morning_b73d873a,0.4072411643756353,154.7263120834005,0.8727302504846018,29.0,1.3029567757083749,0.4504785714705953,4.0,morning,0.46160107947601026
2025-12-26,15:37,17:48,20251226_afternoon_949c4936,0.5645422479284096,169.56699334390177,0.8419335667918086,41.0,1.419004939576718,0.5133682102249155,9.0,afternoon,0.4838210287756443
2025-12-27,15:03,17:45,20251227_evening_c8aaf5d8,0.6201314579743828,239.06380796333355,0.1861014178462773,36.0,82.93916269585125,0.98921775395775,4.0,evening,0.7568548891426314
